query_index,query,video_id,start,end
143,"Forest, car, two people, dinosaur",Pwv4avomXYo,137.25,137.25
143,"Forest, car, two people, dinosaur",Pwv4avomXYo,142.0,142.0
144,"road, signs, broken down car, automobile",Pwv4avomXYo,139.25,139.25
144,"road, signs, broken down car, automobile",Pwv4avomXYo,137.75,137.75
144,"road, signs, broken down car, automobile",Pwv4avomXYo,138.0,138.0
144,"road, signs, broken down car, automobile",Pwv4avomXYo,137.25,137.25
144,"road, signs, broken down car, automobile",Pwv4avomXYo,142.0,142.0
145,The boy supports himself on the window sill and holds on to the handle attached to the rope with both hands.,Pwv4avomXYo,139.25,139.25
145,The boy supports himself on the window sill and holds on to the handle attached to the rope with both hands.,Pwv4avomXYo,137.75,137.75
145,The boy supports himself on the window sill and holds on to the handle attached to the rope with both hands.,Pwv4avomXYo,138.0,138.0
145,The boy supports himself on the window sill and holds on to the handle attached to the rope with both hands.,Pwv4avomXYo,137.25,137.25
145,The boy supports himself on the window sill and holds on to the handle attached to the rope with both hands.,Pwv4avomXYo,142.0,142.0
146,A man is lying on the floor with a red carpet and there is a spider on his stomach,Pwv4avomXYo,139.25,139.25
146,A man is lying on the floor with a red carpet and there is a spider on his stomach,Pwv4avomXYo,137.75,137.75
146,A man is lying on the floor with a red carpet and there is a spider on his stomach,Pwv4avomXYo,138.0,138.0
146,A man is lying on the floor with a red carpet and there is a spider on his stomach,Pwv4avomXYo,137.25,137.25
146,A man is lying on the floor with a red carpet and there is a spider on his stomach,Pwv4avomXYo,142.0,142.0
147,A man trips on a rope and falls,Pwv4avomXYo,139.25,139.25
147,A man trips on a rope and falls,Pwv4avomXYo,137.75,137.75
147,A man trips on a rope and falls,Pwv4avomXYo,138.0,138.0
147,A man trips on a rope and falls,Pwv4avomXYo,137.25,137.25
147,A man trips on a rope and falls,Pwv4avomXYo,142.0,142.0
148,place a spider on a man's face,Pwv4avomXYo,139.25,139.25
148,place a spider on a man's face,Pwv4avomXYo,137.75,137.75
148,place a spider on a man's face,Pwv4avomXYo,138.0,138.0
148,place a spider on a man's face,Pwv4avomXYo,137.25,137.25
148,place a spider on a man's face,Pwv4avomXYo,142.0,142.0
149,A man says he caught it repeatedly,Pwv4avomXYo,139.25,139.25
149,A man says he caught it repeatedly,Pwv4avomXYo,137.75,137.75
149,A man says he caught it repeatedly,Pwv4avomXYo,138.0,138.0
149,A man says he caught it repeatedly,Pwv4avomXYo,137.25,137.25
149,A man says he caught it repeatedly,Pwv4avomXYo,142.0,142.0
150,A man holds a stick and warns not to move,Pwv4avomXYo,139.25,139.25
150,A man holds a stick and warns not to move,Pwv4avomXYo,137.75,137.75
150,A man holds a stick and warns not to move,Pwv4avomXYo,138.0,138.0
150,A man holds a stick and warns not to move,Pwv4avomXYo,137.25,137.25
150,A man holds a stick and warns not to move,Pwv4avomXYo,142.0,142.0
151,"Two men, window, night",Pwv4avomXYo,139.25,139.25
151,"Two men, window, night",Pwv4avomXYo,137.75,137.75
151,"Two men, window, night",Pwv4avomXYo,138.0,138.0
151,"Two men, window, night",Pwv4avomXYo,137.25,137.25
151,"Two men, window, night",Pwv4avomXYo,142.0,142.0
152,"One man, lights, wooden house, window",Pwv4avomXYo,139.25,139.25
152,"One man, lights, wooden house, window",Pwv4avomXYo,137.75,137.75
152,"One man, lights, wooden house, window",Pwv4avomXYo,138.0,138.0
152,"One man, lights, wooden house, window",Pwv4avomXYo,137.25,137.25
152,"One man, lights, wooden house, window",Pwv4avomXYo,142.0,142.0
153,Military planes are lined up on the runway and soldiers are marching. A man wearing white clothes is walking to one side,Pwv4avomXYo,139.25,139.25
153,Military planes are lined up on the runway and soldiers are marching. A man wearing white clothes is walking to one side,Pwv4avomXYo,137.75,137.75
153,Military planes are lined up on the runway and soldiers are marching. A man wearing white clothes is walking to one side,Pwv4avomXYo,138.0,138.0
153,Military planes are lined up on the runway and soldiers are marching. A man wearing white clothes is walking to one side,Pwv4avomXYo,137.25,137.25
153,Military planes are lined up on the runway and soldiers are marching. A man wearing white clothes is walking to one side,Pwv4avomXYo,142.0,142.0
154,A man dragging a yellow rubber boat at the water's edge and walking toward the sea,Pwv4avomXYo,139.25,139.25
154,A man dragging a yellow rubber boat at the water's edge and walking toward the sea,Pwv4avomXYo,137.75,137.75
154,A man dragging a yellow rubber boat at the water's edge and walking toward the sea,Pwv4avomXYo,138.0,138.0
154,A man dragging a yellow rubber boat at the water's edge and walking toward the sea,Pwv4avomXYo,137.25,137.25
154,A man dragging a yellow rubber boat at the water's edge and walking toward the sea,Pwv4avomXYo,142.0,142.0
155,A man wearing white short sleeves carries a yellow rubber boat and runs across the sandy beach into the sea.,Pwv4avomXYo,139.25,139.25
155,A man wearing white short sleeves carries a yellow rubber boat and runs across the sandy beach into the sea.,Pwv4avomXYo,137.75,137.75
155,A man wearing white short sleeves carries a yellow rubber boat and runs across the sandy beach into the sea.,Pwv4avomXYo,138.0,138.0
155,A man wearing white short sleeves carries a yellow rubber boat and runs across the sandy beach into the sea.,Pwv4avomXYo,137.25,137.25
155,A man wearing white short sleeves carries a yellow rubber boat and runs across the sandy beach into the sea.,Pwv4avomXYo,142.0,142.0
156,A man gets on a yellow rubber boat in the blue sea,Pwv4avomXYo,139.25,139.25
156,A man gets on a yellow rubber boat in the blue sea,Pwv4avomXYo,137.75,137.75
156,A man gets on a yellow rubber boat in the blue sea,Pwv4avomXYo,138.0,138.0
156,A man gets on a yellow rubber boat in the blue sea,Pwv4avomXYo,137.25,137.25
156,A man gets on a yellow rubber boat in the blue sea,Pwv4avomXYo,142.0,142.0
157,A man runs and says again that he can do it,Pwv4avomXYo,139.25,139.25
157,A man runs and says again that he can do it,Pwv4avomXYo,137.75,137.75
157,A man runs and says again that he can do it,Pwv4avomXYo,138.0,138.0
157,A man runs and says again that he can do it,Pwv4avomXYo,137.25,137.25
157,A man runs and says again that he can do it,Pwv4avomXYo,142.0,142.0
158,"Yellow rubber boat, sea, oars, man",Pwv4avomXYo,139.25,139.25
158,"Yellow rubber boat, sea, oars, man",Pwv4avomXYo,137.75,137.75
158,"Yellow rubber boat, sea, oars, man",Pwv4avomXYo,138.0,138.0
158,"Yellow rubber boat, sea, oars, man",Pwv4avomXYo,137.25,137.25
158,"Yellow rubber boat, sea, oars, man",Pwv4avomXYo,142.0,142.0
159,"military plane, marching, men, runway",Pwv4avomXYo,139.25,139.25
159,"military plane, marching, men, runway",Pwv4avomXYo,137.75,137.75
159,"military plane, marching, men, runway",Pwv4avomXYo,138.0,138.0
159,"military plane, marching, men, runway",Pwv4avomXYo,137.25,137.25
159,"military plane, marching, men, runway",Pwv4avomXYo,142.0,142.0
160,"An indoor door and wall are visible, a man is attached to a woman, and the woman is aiming a gun towards the front.",Pwv4avomXYo,139.25,139.25
160,"An indoor door and wall are visible, a man is attached to a woman, and the woman is aiming a gun towards the front.",Pwv4avomXYo,137.75,137.75
160,"An indoor door and wall are visible, a man is attached to a woman, and the woman is aiming a gun towards the front.",Pwv4avomXYo,138.0,138.0
160,"An indoor door and wall are visible, a man is attached to a woman, and the woman is aiming a gun towards the front.",Pwv4avomXYo,137.25,137.25
160,"An indoor door and wall are visible, a man is attached to a woman, and the woman is aiming a gun towards the front.",Pwv4avomXYo,142.0,142.0
161,Man dressed in black with white face in dark interior,Pwv4avomXYo,139.25,139.25
161,Man dressed in black with white face in dark interior,Pwv4avomXYo,137.75,137.75
161,Man dressed in black with white face in dark interior,Pwv4avomXYo,138.0,138.0
161,Man dressed in black with white face in dark interior,Pwv4avomXYo,137.25,137.25
161,Man dressed in black with white face in dark interior,Pwv4avomXYo,142.0,142.0
162,A man points several guns at a person who appears,Pwv4avomXYo,139.25,139.25
162,A man points several guns at a person who appears,Pwv4avomXYo,137.75,137.75
162,A man points several guns at a person who appears,Pwv4avomXYo,138.0,138.0
162,A man points several guns at a person who appears,Pwv4avomXYo,137.25,137.25
162,A man points several guns at a person who appears,Pwv4avomXYo,142.0,142.0
163,A man breaks down a door with a knife,Pwv4avomXYo,139.25,139.25
163,A man breaks down a door with a knife,Pwv4avomXYo,137.75,137.75
163,A man breaks down a door with a knife,Pwv4avomXYo,138.0,138.0
163,A man breaks down a door with a knife,Pwv4avomXYo,137.25,137.25
163,A man breaks down a door with a knife,Pwv4avomXYo,142.0,142.0
164,A woman knocks on a door and tells him to open it,Pwv4avomXYo,139.25,139.25
164,A woman knocks on a door and tells him to open it,Pwv4avomXYo,137.75,137.75
164,A woman knocks on a door and tells him to open it,Pwv4avomXYo,138.0,138.0
164,A woman knocks on a door and tells him to open it,Pwv4avomXYo,137.25,137.25
164,A woman knocks on a door and tells him to open it,Pwv4avomXYo,142.0,142.0
165,A woman is repeatedly told to go,Pwv4avomXYo,139.25,139.25
165,A woman is repeatedly told to go,Pwv4avomXYo,137.75,137.75
165,A woman is repeatedly told to go,Pwv4avomXYo,138.0,138.0
165,A woman is repeatedly told to go,Pwv4avomXYo,137.25,137.25
165,A woman is repeatedly told to go,Pwv4avomXYo,142.0,142.0
166,"man, palm, blood, floor",Pwv4avomXYo,139.25,139.25
166,"man, palm, blood, floor",Pwv4avomXYo,137.75,137.75
166,"man, palm, blood, floor",Pwv4avomXYo,138.0,138.0
166,"man, palm, blood, floor",Pwv4avomXYo,137.25,137.25
166,"man, palm, blood, floor",Pwv4avomXYo,142.0,142.0
167,"Door, blood stains, knife, one man",Pwv4avomXYo,139.25,139.25
167,"Door, blood stains, knife, one man",Pwv4avomXYo,137.75,137.75
167,"Door, blood stains, knife, one man",Pwv4avomXYo,138.0,138.0
167,"Door, blood stains, knife, one man",Pwv4avomXYo,137.25,137.25
167,"Door, blood stains, knife, one man",Pwv4avomXYo,142.0,142.0
168,Ape is holding a Statue of Liberty toy,Pwv4avomXYo,139.25,139.25
168,Ape is holding a Statue of Liberty toy,Pwv4avomXYo,137.75,137.75
168,Ape is holding a Statue of Liberty toy,Pwv4avomXYo,138.0,138.0
168,Ape is holding a Statue of Liberty toy,Pwv4avomXYo,137.25,137.25
168,Ape is holding a Statue of Liberty toy,Pwv4avomXYo,142.0,142.0
169,An ape is riding on a man's body and a red car is standing in the background.,Pwv4avomXYo,139.25,139.25
169,An ape is riding on a man's body and a red car is standing in the background.,Pwv4avomXYo,137.75,137.75
169,An ape is riding on a man's body and a red car is standing in the background.,Pwv4avomXYo,138.0,138.0
169,An ape is riding on a man's body and a red car is standing in the background.,Pwv4avomXYo,137.25,137.25
169,An ape is riding on a man's body and a red car is standing in the background.,Pwv4avomXYo,142.0,142.0
170,"Apes attack people, knock them down, climb on them and beat them.",Pwv4avomXYo,139.25,139.25
170,"Apes attack people, knock them down, climb on them and beat them.",Pwv4avomXYo,137.75,137.75
170,"Apes attack people, knock them down, climb on them and beat them.",Pwv4avomXYo,138.0,138.0
170,"Apes attack people, knock them down, climb on them and beat them.",Pwv4avomXYo,137.25,137.25
170,"Apes attack people, knock them down, climb on them and beat them.",Pwv4avomXYo,142.0,142.0
171,The ape is touching the grandfather's hand,Pwv4avomXYo,139.25,139.25
171,The ape is touching the grandfather's hand,Pwv4avomXYo,137.75,137.75
171,The ape is touching the grandfather's hand,Pwv4avomXYo,138.0,138.0
171,The ape is touching the grandfather's hand,Pwv4avomXYo,137.25,137.25
171,The ape is touching the grandfather's hand,Pwv4avomXYo,142.0,142.0
172,man repeatedly telling to stop,Pwv4avomXYo,139.25,139.25
172,man repeatedly telling to stop,Pwv4avomXYo,137.75,137.75
172,man repeatedly telling to stop,Pwv4avomXYo,138.0,138.0
172,man repeatedly telling to stop,Pwv4avomXYo,137.25,137.25
172,man repeatedly telling to stop,Pwv4avomXYo,142.0,142.0
173,Grandpa hugs the ape and says it's okay,Pwv4avomXYo,139.25,139.25
173,Grandpa hugs the ape and says it's okay,Pwv4avomXYo,137.75,137.75
173,Grandpa hugs the ape and says it's okay,Pwv4avomXYo,138.0,138.0
173,Grandpa hugs the ape and says it's okay,Pwv4avomXYo,137.25,137.25
173,Grandpa hugs the ape and says it's okay,Pwv4avomXYo,142.0,142.0
174,"ape, statue of liberty, toy",Pwv4avomXYo,139.25,139.25
174,"ape, statue of liberty, toy",Pwv4avomXYo,137.75,137.75
174,"ape, statue of liberty, toy",Pwv4avomXYo,138.0,138.0
174,"ape, statue of liberty, toy",Pwv4avomXYo,137.25,137.25
174,"ape, statue of liberty, toy",Pwv4avomXYo,142.0,142.0
175,"ape, grandfather, man, dining table, indoors, window",Pwv4avomXYo,139.25,139.25
175,"ape, grandfather, man, dining table, indoors, window",Pwv4avomXYo,137.75,137.75
175,"ape, grandfather, man, dining table, indoors, window",Pwv4avomXYo,138.0,138.0
175,"ape, grandfather, man, dining table, indoors, window",Pwv4avomXYo,137.25,137.25
175,"ape, grandfather, man, dining table, indoors, window",Pwv4avomXYo,142.0,142.0
